hr_record_id,person_id,entity_id,entity_legal_name,country_code,full_name,gender,role,role_instance,reporting_year,fixed_pay_eur,total_variable_pay_eur,total_compensation_eur,esg_bonus_weight_pct,esg_bonus_kpi_codes,esg_bonus_kpis,esg_training_required_flag,esg_training_completed_flag,esg_training_completion_date,climate_training_hours_yr,data_source,created_from
HR-EXEC-00024-2019,EXEC-00024,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Brown,male,CRO,3,2019,307416.12,104605.17,412021.29,28.1,FIN-002; FIN-009; ENV-002; FIN-007,Outstanding loan exposure; Project finance exposure; Scope 2 location-based emissions; High transition risk exposure,True,False,,18,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00024-2020,EXEC-00024,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Brown,male,CRO,3,2020,308370.9,123806.75,432177.64,24.0,FIN-002; FIN-009; ENV-002; FIN-007,Outstanding loan exposure; Project finance exposure; Scope 2 location-based emissions; High transition risk exposure,True,True,2020-09-07,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00024-2021,EXEC-00024,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Brown,male,CRO,3,2021,326797.45,141062.85,467860.31,23.7,FIN-002; FIN-009; ENV-002; FIN-007,Outstanding loan exposure; Project finance exposure; Scope 2 location-based emissions; High transition risk exposure,True,True,2021-05-27,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00024-2022,EXEC-00024,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Brown,male,CRO,3,2022,346780.99,111738.39,458519.37,34.5,FIN-002; FIN-009; ENV-002; FIN-007,Outstanding loan exposure; Project finance exposure; Scope 2 location-based emissions; High transition risk exposure,True,True,2022-02-11,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00024-2023,EXEC-00024,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Brown,male,CRO,3,2023,344560.36,134291.48,478851.84,28.6,FIN-002; FIN-009; ENV-002; FIN-007,Outstanding loan exposure; Project finance exposure; Scope 2 location-based emissions; High transition risk exposure,True,True,2023-02-27,26,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00024-2024,EXEC-00024,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Brown,male,CRO,3,2024,314909.1,127799.33,442708.43,45.9,FIN-002; FIN-009; ENV-002; FIN-007,Outstanding loan exposure; Project finance exposure; Scope 2 location-based emissions; High transition risk exposure,True,True,2024-05-13,25,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00025-2019,EXEC-00025,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sam Muller,male,CSO,4,2019,392461.92,123119.03,515580.96,46.9,FIN-001; ENV-001; FIN-005; ENV-005; FIN-002,Financed emissions Scope 1 and 2; Scope 1 emissions; Financed emissions data coverage; Energy cost; Outstanding loan exposure,True,True,2019-06-08,35,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00025-2020,EXEC-00025,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sam Muller,male,CSO,4,2020,438573.63,136991.07,575564.69,37.9,FIN-001; ENV-001; FIN-005; ENV-005; FIN-002,Financed emissions Scope 1 and 2; Scope 1 emissions; Financed emissions data coverage; Energy cost; Outstanding loan exposure,True,True,2020-02-22,40,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00025-2021,EXEC-00025,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sam Muller,male,CSO,4,2021,398904.26,110816.16,509720.42,64.9,FIN-001; ENV-001; FIN-005; ENV-005; FIN-002,Financed emissions Scope 1 and 2; Scope 1 emissions; Financed emissions data coverage; Energy cost; Outstanding loan exposure,True,True,2021-08-24,51,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00025-2022,EXEC-00025,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sam Muller,male,CSO,4,2022,434075.1,105524.17,539599.27,58.0,FIN-001; ENV-001; FIN-005; ENV-005; FIN-002,Financed emissions Scope 1 and 2; Scope 1 emissions; Financed emissions data coverage; Energy cost; Outstanding loan exposure,True,False,,49,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00025-2023,EXEC-00025,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sam Muller,male,CSO,4,2023,482319.27,126619.46,608938.73,41.8,FIN-001; ENV-001; FIN-005; ENV-005; FIN-002,Financed emissions Scope 1 and 2; Scope 1 emissions; Financed emissions data coverage; Energy cost; Outstanding loan exposure,True,True,2023-11-19,36,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00025-2024,EXEC-00025,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sam Muller,male,CSO,4,2024,418583.43,139167.04,557750.47,59.7,FIN-001; ENV-001; FIN-005; ENV-005; FIN-002,Financed emissions Scope 1 and 2; Scope 1 emissions; Financed emissions data coverage; Energy cost; Outstanding loan exposure,True,True,2024-07-07,42,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00026-2019,EXEC-00026,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sofia Weber,male,BOARD_MEMBER,5,2019,67357.96,30668.55,98026.51,10.8,FIN-003; FIN-009,High-emission sector exposure; Project finance exposure,True,False,,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00026-2020,EXEC-00026,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sofia Weber,male,BOARD_MEMBER,5,2020,69510.88,29424.46,98935.34,5.5,FIN-003; FIN-009,High-emission sector exposure; Project finance exposure,True,True,2020-10-24,8,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00026-2021,EXEC-00026,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sofia Weber,male,BOARD_MEMBER,5,2021,68108.35,31326.81,99435.16,10.8,FIN-003; FIN-009,High-emission sector exposure; Project finance exposure,True,False,,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00026-2022,EXEC-00026,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sofia Weber,male,BOARD_MEMBER,5,2022,71122.03,29538.59,100660.63,14.6,FIN-003; FIN-009,High-emission sector exposure; Project finance exposure,True,True,2022-04-06,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00026-2023,EXEC-00026,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sofia Weber,male,BOARD_MEMBER,5,2023,67583.42,30055.32,97638.74,16.2,FIN-003; FIN-009,High-emission sector exposure; Project finance exposure,True,True,2023-02-03,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00026-2024,EXEC-00026,ENT-NL-004,Atlas Bank Netherlands NV,NL,Sofia Weber,male,BOARD_MEMBER,5,2024,75026.91,32566.11,107593.01,23.2,FIN-003; FIN-009,High-emission sector exposure; Project finance exposure,True,True,2024-05-24,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00027-2019,EXEC-00027,ENT-NL-004,Atlas Bank Netherlands NV,NL,Taylor Schmidt,female,BOARD_MEMBER,6,2019,78194.12,31408.17,109602.29,5.6,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,False,,8,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00027-2020,EXEC-00027,ENT-NL-004,Atlas Bank Netherlands NV,NL,Taylor Schmidt,female,BOARD_MEMBER,6,2020,76737.37,32154.08,108891.45,7.4,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,True,2020-09-02,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00027-2021,EXEC-00027,ENT-NL-004,Atlas Bank Netherlands NV,NL,Taylor Schmidt,female,BOARD_MEMBER,6,2021,88124.9,34596.07,122720.98,16.3,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,True,2021-05-14,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00027-2022,EXEC-00027,ENT-NL-004,Atlas Bank Netherlands NV,NL,Taylor Schmidt,female,BOARD_MEMBER,6,2022,88010.01,29666.28,117676.29,11.7,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,True,2022-12-16,7,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00027-2023,EXEC-00027,ENT-NL-004,Atlas Bank Netherlands NV,NL,Taylor Schmidt,female,BOARD_MEMBER,6,2023,86265.42,31452.84,117718.25,16.1,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,False,,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00027-2024,EXEC-00027,ENT-NL-004,Atlas Bank Netherlands NV,NL,Taylor Schmidt,female,BOARD_MEMBER,6,2024,90599.49,32604.5,123203.99,16.3,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,True,2024-01-07,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00028-2019,EXEC-00028,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Moreau,male,BOARD_MEMBER,7,2019,109230.15,16463.37,125693.53,6.5,FIN-002; ENV-001,Outstanding loan exposure; Scope 1 emissions,True,True,2019-03-27,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00028-2020,EXEC-00028,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Moreau,male,BOARD_MEMBER,7,2020,109081.85,13644.6,122726.46,8.9,FIN-002; ENV-001,Outstanding loan exposure; Scope 1 emissions,True,True,2020-07-23,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00028-2021,EXEC-00028,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Moreau,male,BOARD_MEMBER,7,2021,119664.84,20324.58,139989.41,9.2,FIN-002; ENV-001,Outstanding loan exposure; Scope 1 emissions,True,True,2021-12-16,5,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00028-2022,EXEC-00028,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Moreau,male,BOARD_MEMBER,7,2022,125931.43,18790.63,144722.06,9.2,FIN-002; ENV-001,Outstanding loan exposure; Scope 1 emissions,True,True,2022-06-22,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00028-2023,EXEC-00028,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Moreau,male,BOARD_MEMBER,7,2023,122041.65,16417.0,138458.65,15.4,FIN-002; ENV-001,Outstanding loan exposure; Scope 1 emissions,True,True,2023-10-18,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00028-2024,EXEC-00028,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Moreau,male,BOARD_MEMBER,7,2024,135273.42,23074.48,158347.9,17.1,FIN-002; ENV-001,Outstanding loan exposure; Scope 1 emissions,True,True,2024-09-07,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00029-2019,EXEC-00029,ENT-NL-004,Atlas Bank Netherlands NV,NL,Morgan Muller,male,BOARD_MEMBER,8,2019,99618.46,15852.08,115470.54,3.9,ENV-005; ENV-003,Energy cost; Total operational Scope 1 and 2 emissions,True,True,2019-09-16,7,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00029-2020,EXEC-00029,ENT-NL-004,Atlas Bank Netherlands NV,NL,Morgan Muller,male,BOARD_MEMBER,8,2020,96608.7,18158.0,114766.7,7.7,ENV-005; ENV-003,Energy cost; Total operational Scope 1 and 2 emissions,True,False,,5,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00029-2021,EXEC-00029,ENT-NL-004,Atlas Bank Netherlands NV,NL,Morgan Muller,male,BOARD_MEMBER,8,2021,90709.88,20308.61,111018.49,12.9,ENV-005; ENV-003,Energy cost; Total operational Scope 1 and 2 emissions,True,False,,8,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00029-2022,EXEC-00029,ENT-NL-004,Atlas Bank Netherlands NV,NL,Morgan Muller,male,BOARD_MEMBER,8,2022,98958.04,21299.77,120257.8,10.9,ENV-005; ENV-003,Energy cost; Total operational Scope 1 and 2 emissions,True,True,2022-06-20,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00029-2023,EXEC-00029,ENT-NL-004,Atlas Bank Netherlands NV,NL,Morgan Muller,male,BOARD_MEMBER,8,2023,98790.3,18953.81,117744.12,17.4,ENV-005; ENV-003,Energy cost; Total operational Scope 1 and 2 emissions,True,True,2023-06-16,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00029-2024,EXEC-00029,ENT-NL-004,Atlas Bank Netherlands NV,NL,Morgan Muller,male,BOARD_MEMBER,8,2024,103510.85,24463.32,127974.17,14.8,ENV-005; ENV-003,Energy cost; Total operational Scope 1 and 2 emissions,True,True,2024-08-24,8,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00030-2019,EXEC-00030,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sofia Muller,male,CEO,1,2019,648001.68,218032.49,866034.17,18.0,FIN-002; FIN-007; FIN-005; FIN-003,Outstanding loan exposure; High transition risk exposure; Financed emissions data coverage; High-emission sector exposure,True,True,2019-10-26,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00030-2020,EXEC-00030,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sofia Muller,male,CEO,1,2020,695668.67,247927.34,943596.01,20.9,FIN-002; FIN-007; FIN-005; FIN-003,Outstanding loan exposure; High transition risk exposure; Financed emissions data coverage; High-emission sector exposure,True,False,,8,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00030-2021,EXEC-00030,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sofia Muller,male,CEO,1,2021,766366.58,211113.62,977480.2,22.6,FIN-002; FIN-007; FIN-005; FIN-003,Outstanding loan exposure; High transition risk exposure; Financed emissions data coverage; High-emission sector exposure,True,True,2021-06-01,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00030-2022,EXEC-00030,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sofia Muller,male,CEO,1,2022,709995.58,247373.78,957369.36,22.1,FIN-002; FIN-007; FIN-005; FIN-003,Outstanding loan exposure; High transition risk exposure; Financed emissions data coverage; High-emission sector exposure,True,False,,14,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00030-2023,EXEC-00030,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sofia Muller,male,CEO,1,2023,742356.02,279705.64,1022061.66,29.2,FIN-002; FIN-007; FIN-005; FIN-003,Outstanding loan exposure; High transition risk exposure; Financed emissions data coverage; High-emission sector exposure,True,True,2023-09-03,15,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00030-2024,EXEC-00030,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sofia Muller,male,CEO,1,2024,718387.4,350875.18,1069262.58,32.0,FIN-002; FIN-007; FIN-005; FIN-003,Outstanding loan exposure; High transition risk exposure; Financed emissions data coverage; High-emission sector exposure,True,True,2024-07-18,19,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00031-2019,EXEC-00031,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sam Smith,female,CFO,2,2019,424992.81,170088.35,595081.16,10.8,ENV-002; FIN-007; FIN-004,Scope 2 location-based emissions; High transition risk exposure; Average PCAF data quality score,True,True,2019-01-01,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00031-2020,EXEC-00031,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sam Smith,female,CFO,2,2020,391903.13,147233.95,539137.08,17.4,ENV-002; FIN-007; FIN-004,Scope 2 location-based emissions; High transition risk exposure; Average PCAF data quality score,True,True,2020-06-01,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00031-2021,EXEC-00031,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sam Smith,female,CFO,2,2021,406082.39,157301.02,563383.41,19.0,ENV-002; FIN-007; FIN-004,Scope 2 location-based emissions; High transition risk exposure; Average PCAF data quality score,True,True,2021-12-12,16,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00031-2022,EXEC-00031,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sam Smith,female,CFO,2,2022,399418.04,193064.94,592482.99,22.4,ENV-002; FIN-007; FIN-004,Scope 2 location-based emissions; High transition risk exposure; Average PCAF data quality score,True,True,2022-11-16,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00031-2023,EXEC-00031,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sam Smith,female,CFO,2,2023,386836.64,156220.87,543057.51,26.3,ENV-002; FIN-007; FIN-004,Scope 2 location-based emissions; High transition risk exposure; Average PCAF data quality score,True,True,2023-03-13,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00031-2024,EXEC-00031,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sam Smith,female,CFO,2,2024,460706.55,254656.84,715363.38,28.9,ENV-002; FIN-007; FIN-004,Scope 2 location-based emissions; High transition risk exposure; Average PCAF data quality score,True,True,2024-06-16,20,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00032-2019,EXEC-00032,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Jansen,female,CRO,3,2019,491206.29,151702.28,642908.57,17.8,FIN-009; FIN-001; GOV-001; ENV-001,Project finance exposure; Financed emissions Scope 1 and 2; Board meetings with ESG agenda; Scope 1 emissions,True,False,,16,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00032-2020,EXEC-00032,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Jansen,female,CRO,3,2020,448745.07,145136.82,593881.88,26.2,FIN-009; FIN-001; GOV-001; ENV-001,Project finance exposure; Financed emissions Scope 1 and 2; Board meetings with ESG agenda; Scope 1 emissions,True,True,2020-01-26,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00032-2021,EXEC-00032,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Jansen,female,CRO,3,2021,464166.94,156631.45,620798.39,20.9,FIN-009; FIN-001; GOV-001; ENV-001,Project finance exposure; Financed emissions Scope 1 and 2; Board meetings with ESG agenda; Scope 1 emissions,True,True,2021-04-06,14,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00032-2022,EXEC-00032,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Jansen,female,CRO,3,2022,506329.52,175669.23,681998.75,28.0,FIN-009; FIN-001; GOV-001; ENV-001,Project finance exposure; Financed emissions Scope 1 and 2; Board meetings with ESG agenda; Scope 1 emissions,True,True,2022-04-21,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00032-2023,EXEC-00032,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Jansen,female,CRO,3,2023,491147.85,181409.47,672557.32,32.7,FIN-009; FIN-001; GOV-001; ENV-001,Project finance exposure; Financed emissions Scope 1 and 2; Board meetings with ESG agenda; Scope 1 emissions,True,True,2023-09-23,17,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00032-2024,EXEC-00032,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Jansen,female,CRO,3,2024,506085.26,137441.73,643526.99,41.7,FIN-009; FIN-001; GOV-001; ENV-001,Project finance exposure; Financed emissions Scope 1 and 2; Board meetings with ESG agenda; Scope 1 emissions,True,True,2024-12-27,19,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00033-2019,EXEC-00033,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Martin,male,CSO,4,2019,449822.56,114423.87,564246.43,61.2,FIN-010; FIN-011; FIN-006; FIN-009; FIN-008,Real estate exposure; Motor vehicle exposure; SBTi-aligned exposure; Project finance exposure; Sovereign bond exposure,True,True,2019-08-27,48,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00033-2020,EXEC-00033,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Martin,male,CSO,4,2020,468772.51,112926.53,581699.05,56.0,FIN-010; FIN-011; FIN-006; FIN-009; FIN-008,Real estate exposure; Motor vehicle exposure; SBTi-aligned exposure; Project finance exposure; Sovereign bond exposure,True,True,2020-05-24,40,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00033-2021,EXEC-00033,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Martin,male,CSO,4,2021,444271.74,114377.54,558649.28,48.3,FIN-010; FIN-011; FIN-006; FIN-009; FIN-008,Real estate exposure; Motor vehicle exposure; SBTi-aligned exposure; Project finance exposure; Sovereign bond exposure,True,True,2021-11-21,38,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00033-2022,EXEC-00033,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Martin,male,CSO,4,2022,506204.21,110536.19,616740.4,59.2,FIN-010; FIN-011; FIN-006; FIN-009; FIN-008,Real estate exposure; Motor vehicle exposure; SBTi-aligned exposure; Project finance exposure; Sovereign bond exposure,True,True,2022-05-07,36,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00033-2023,EXEC-00033,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Martin,male,CSO,4,2023,508048.52,109965.27,618013.78,83.3,FIN-010; FIN-011; FIN-006; FIN-009; FIN-008,Real estate exposure; Motor vehicle exposure; SBTi-aligned exposure; Project finance exposure; Sovereign bond exposure,True,True,2023-10-10,47,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00033-2024,EXEC-00033,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Nora Martin,male,CSO,4,2024,497857.29,126778.09,624635.38,61.6,FIN-010; FIN-011; FIN-006; FIN-009; FIN-008,Real estate exposure; Motor vehicle exposure; SBTi-aligned exposure; Project finance exposure; Sovereign bond exposure,True,False,,51,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00034-2019,EXEC-00034,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Taylor Costa,female,BOARD_MEMBER,5,2019,91304.98,18562.97,109867.95,4.5,FIN-009; FIN-005,Project finance exposure; Financed emissions data coverage,True,True,2019-08-26,7,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00034-2020,EXEC-00034,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Taylor Costa,female,BOARD_MEMBER,5,2020,111104.27,21174.55,132278.83,6.1,FIN-009; FIN-005,Project finance exposure; Financed emissions data coverage,True,False,,6,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00034-2021,EXEC-00034,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Taylor Costa,female,BOARD_MEMBER,5,2021,89650.56,20733.31,110383.87,7.8,FIN-009; FIN-005,Project finance exposure; Financed emissions data coverage,True,True,2021-08-11,8,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00034-2022,EXEC-00034,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Taylor Costa,female,BOARD_MEMBER,5,2022,103159.53,23426.37,126585.9,13.2,FIN-009; FIN-005,Project finance exposure; Financed emissions data coverage,True,False,,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00034-2023,EXEC-00034,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Taylor Costa,female,BOARD_MEMBER,5,2023,105056.13,22124.14,127180.28,17.2,FIN-009; FIN-005,Project finance exposure; Financed emissions data coverage,True,True,2023-01-04,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00034-2024,EXEC-00034,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Taylor Costa,female,BOARD_MEMBER,5,2024,100515.45,23641.12,124156.57,16.4,FIN-009; FIN-005,Project finance exposure; Financed emissions data coverage,True,True,2024-08-23,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00035-2019,EXEC-00035,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sam Garcia,female,BOARD_MEMBER,6,2019,95535.53,30782.07,126317.61,7.0,FIN-006; FIN-001,SBTi-aligned exposure; Financed emissions Scope 1 and 2,True,True,2019-07-06,7,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00035-2020,EXEC-00035,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Sam Garcia,female,BOARD_MEMBER,6,2020,96578.44,37098.98,133677.43,9.2,FIN-006; FIN-001,SBTi-aligned exposure; Financed emissions Scope 1 and 2,True,False,,3,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
